design_id,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,fam_F_S,fam_N_S,cd
F_S_WWC_WM_272,9.60013,0.586839,-4.27878,-18.8349,0.8,-0.85,-1.52171,6.71762,-27.4549,76.6626,1.64748,0.8,13.9858,0.9,37.1355,7.05442,-20.1551,17.5576,115.443,-7.29189,2.26356,69.4087,7.44808,1.0,0.0,0.2199703740564783
F_S_WWC_WM_273,4.83321,-7.46145,3.19505,7.19619,-0.46,0.56,0.930061,8.75662,38.0219,-55.4329,4.29155,0.6,10.2429,-0.3,26.1141,21.6262,19.841,9.26996,106.395,7.90215,18.3839,-52.7742,-99.0218,1.0,0.0,0.215323020295681
F_S_WWC_WM_274,3.84474,13.0337,-3.28122,-19.2828,1.4,-1.24,16.1712,-3.55434,-2.38142,-29.749,-3.09142,0.7,22.358,0.0,19.7746,16.504,16.4299,-2.68353,101.374,27.8993,-32.228,-7.85264,30.7055,1.0,0.0,0.2554502962392027
F_S_WWC_WM_275,7.05372,0.738763,-1.09279,1.43838,1.6,2.09,1.56286,-1.5399,-36.7985,-64.8447,-8.20529,0.8,-35.4193,-0.3,52.7167,-11.0378,-7.73174,5.80449,100.795,0.604939,24.5613,-9.11047,-190.702,1.0,0.0,0.2247140296345515
F_S_WWC_WM_276,-1.42347,7.77924,14.8062,-11.0433,1.46,-1.18,-2.11525,1.65931,-11.3529,139.198,1.20937,-0.2,-24.197,0.9,19.3399,20.1812,-24.6107,-8.66586,117.672,0.0909229,74.9302,18.1854,-171.459,1.0,0.0,0.2455248872857142
F_S_WWC_WM_277,9.76389,1.48148,-5.13615,7.41247,-0.49,-0.6,2.1693,3.72304,15.0696,-62.6804,4.37208,-0.2,18.0495,0.6,-10.9235,19.656,-22.6398,-7.69945,111.342,-33.7104,90.2659,-22.3764,51.7307,1.0,0.0,0.2034655378438538
F_S_WWC_WM_278,-2.04933,10.4441,1.09105,9.47049,-1.03,-1.34,8.00245,-3.8185,-37.5944,-32.9422,-11.7692,0.2,-39.8864,0.6,59.6055,-5.19861,5.91065,19.242,42.2961,-23.6833,46.3447,19.2952,-112.91,1.0,0.0,0.2619747004451827
F_S_WWC_WM_279,1.36342,-3.75004,2.47944,-2.30357,-0.7,0.92,-5.212,9.15599,32.4818,44.126,-8.82492,0.1,32.4805,0.4,-9.5336,-15.2414,28.444,-21.6806,90.9818,-14.8187,-26.0368,-8.39846,88.175,1.0,0.0,0.221122886475083
F_S_WWC_WM_280,-6.47263,-7.03516,17.8458,-6.55448,-1.54,-0.92,8.49563,-2.34034,-22.6785,66.6108,-0.353306,0.0,-26.9433,0.0,44.0509,27.7251,-16.9724,27.2045,35.8308,29.6604,121.706,24.772,-140.634,1.0,0.0,0.2373248170764119
F_S_WWC_WM_281,14.5951,13.5628,0.642842,-14.8876,-1.39,-0.99,16.6591,5.55613,5.54013,-10.5869,-2.8508,0.4,-21.9421,0.8,58.8145,-16.546,3.26379,22.7088,-18.8161,22.9069,-35.4958,-16.1829,-107.237,1.0,0.0,0.2619551591063123
F_S_WWC_WM_282,-7.89774,9.4999,16.8649,-12.6474,1.92,2.22,0.248699,-4.02478,-9.93561,-24.8423,-10.5382,0.6,24.8703,0.5,-14.4984,26.0436,4.06417,13.0156,94.062,-39.8944,63.4463,33.379,18.0395,1.0,0.0,0.272763234730897
F_S_WWC_WM_283,11.5401,-3.11507,19.3567,6.48823,-0.56,-1.76,-0.236057,6.00373,30.7436,96.7235,-3.08057,0.0,18.6468,0.4,-7.77825,-17.8447,-7.9263,22.9602,-32.4726,28.8659,60.4216,-23.3727,-107.926,1.0,0.0,0.2397893160930232
F_S_WWC_WM_284,-0.429287,12.0886,-3.26471,-0.155666,1.66,-1.01,15.1783,9.05396,25.4557,29.5847,4.70196,0.6,-28.189,0.5,-15.3336,-16.2434,-8.61486,22.5523,-30.1256,47.4491,128.407,-37.7172,-53.5541,1.0,0.0,0.2690460293322259
F_S_WWC_WM_285,-4.51749,-3.06863,9.00653,4.73164,2.4,-1.41,4.58587,-0.0932522,-39.8811,-26.4604,3.0374,-0.1,28.5731,0.0,-10.5937,8.25393,-12.5585,-6.33228,43.5731,18.5468,86.7482,-2.52697,-159.25,1.0,0.0,0.2213873005083056
F_S_WWC_WM_286,1.80063,14.9076,-3.21118,-4.90108,-1.69,-1.27,3.12244,2.60881,2.22937,-92.5715,0.336701,0.2,-2.42464,0.8,-20.1932,22.2204,21.2375,-10.6527,28.6437,9.11821,135.647,49.991,6.59501,1.0,0.0,0.2495909730033222
F_S_WWC_WM_287,13.2434,4.41639,19.251,-9.94093,2.15,1.07,0.854275,-3.27975,3.22664,-42.7217,1.83126,0.7,-12.9431,0.7,27.0889,9.11898,-17.401,15.7063,16.3146,-9.58714,43.9054,89.9986,-78.6138,1.0,0.0,0.2276814851893687
F_S_WWC_WM_288,11.419,7.45066,5.60229,-1.20903,-1.73,2.02,13.0948,-4.96718,-16.5115,2.99137,-1.68298,-0.1,-38.3837,-0.2,46.0644,-0.59974,21.445,10.8624,30.2894,22.4668,141.854,20.7568,-81.6357,1.0,0.0,0.2388668313355482
F_S_WWC_WM_289,9.44002,2.63817,-7.02597,-10.5229,0.96,-1.43,19.9708,7.16953,-13.4742,-28.51,-0.725153,0.1,30.2015,-0.4,18.7559,-1.6476,14.1683,32.0645,-25.9332,10.7233,-39.5577,-29.1427,-168.493,1.0,0.0,0.2510697826877076
F_S_WWC_WM_290,7.9238,11.1302,5.29618,1.64216,2.21,-1.7,4.87846,1.28015,-14.9909,131.088,-13.3842,0.8,-20.9077,0.6,6.66423,-9.13248,-10.6542,5.54563,-13.8392,4.37627,140.507,0.438993,61.6875,1.0,0.0,0.2517982791827242
F_S_WWC_WM_291,-4.61875,12.7748,12.3707,0.350041,1.63,1.46,4.96232,9.42964,25.1006,85.5621,-4.2394,-0.1,27.5618,-0.1,-20.1374,-1.76706,6.1639,19.6784,109.545,-22.2807,-14.8453,84.9481,40.6988,1.0,0.0,0.2690145774186047
F_S_WWC_WM_292,5.73214,7.19271,15.1837,10.5937,0.78,-1.75,10.7571,5.26305,-1.1386,-62.0949,-6.82612,0.7,-14.9321,1.0,56.7133,29.9001,1.35449,6.49994,-12.7259,-13.0713,56.2382,-34.2597,42.7355,1.0,0.0,0.2551563466013288
F_S_WWC_WM_293,-1.39565,12.7991,-4.35052,3.51466,1.15,-0.34,14.2918,6.28443,-15.9054,-87.8173,-1.46429,0.2,-4.29385,-0.3,13.6217,25.4316,-4.7306,3.95206,64.9182,28.4732,20.9089,87.7202,-193.562,1.0,0.0,0.245417685
F_S_WWC_WM_294,1.50477,-6.06324,16.6952,-2.00787,0.65,0.09,8.85235,1.41637,22.3846,125.647,-10.6305,0.6,2.11806,-0.1,11.4054,25.1581,-16.0847,41.5112,76.5191,49.411,114.366,-15.3953,148.354,1.0,0.0,0.2418273539269103
F_S_WWC_WM_295,13.6247,11.5408,-4.66255,10.4067,-1.49,-1.37,11.1962,-0.157038,-5.34677,51.713,-1.49726,-0.1,13.0479,-0.3,-4.38629,-6.20428,5.13796,-15.1237,34.927,42.1983,50.4784,-50.0044,69.1962,1.0,0.0,0.2299377340199335
F_S_WWC_WM_296,12.7505,-3.26668,6.15034,-5.39317,1.19,-0.21,15.6385,2.68901,14.0097,-1.84681,-3.44487,0.3,-33.3353,0.1,46.4939,-2.60646,29.0666,-24.1021,114.399,24.3042,116.648,79.4331,65.8474,1.0,0.0,0.2158717299036544
F_S_WWC_WM_297,13.3154,4.54897,19.8819,10.1903,1.28,-0.26,8.1353,6.36584,14.8353,15.1127,-13.1998,0.6,-21.2102,0.7,-22.4316,15.9456,-5.11105,27.9334,112.035,35.442,97.2759,55.803,48.8339,1.0,0.0,0.2498594206511628
F_S_WWC_WM_298,7.03106,-2.36482,12.4279,-7.13771,-1.71,-0.83,-9.92392,-2.96069,-28.0041,12.9036,-8.59508,-0.3,12.3996,0.6,33.3036,21.2939,-20.8923,-8.00881,124.488,16.7698,47.1837,-16.4157,97.4683,1.0,0.0,0.2182381519767441
F_S_WWC_WM_299,10.2562,-1.84284,0.0211153,2.64876,-0.33,1.8,4.08152,-2.45441,43.6365,81.4043,0.477623,0.0,34.0795,0.3,0.563805,9.1898,-25.7048,22.215,108.355,9.63446,-47.5176,88.1792,-158.546,1.0,0.0,0.2270035863222591
F_S_WWC_WM_300,3.94595,1.61822,19.4247,-12.1299,-0.74,-0.29,12.6331,0.678617,-10.9234,49.7894,4.93685,0.6,2.26151,0.6,35.3033,-17.8902,-24.1291,-11.9808,88.8281,-7.72288,43.046,2.51209,148.89,1.0,0.0,0.2111816024019933
F_S_WWC_WM_301,-1.2433,-2.1805,-5.41271,-2.47286,-1.2,0.49,-4.9674,-3.85437,36.6154,135.903,-1.84638,0.1,23.0146,0.6,34.0607,29.362,2.45387,27.5635,-31.7729,12.2872,7.87287,-4.80833,-183.844,1.0,0.0,0.2423560811229236
F_S_WWC_WM_302,14.7557,2.40071,0.300317,1.99411,0.43,-0.05,-3.22732,-0.935731,18.5061,45.2784,-12.4612,-0.3,28.4221,0.4,12.6605,-18.0893,-22.4699,34.9708,0.4319,-37.0613,-57.6126,-28.7612,-128.633,1.0,0.0,0.2594215553521595
F_S_WWC_WM_303,10.5297,6.14824,1.55884,-14.8537,1.9,2.47,19.1176,0.255709,15.8581,-36.9674,-10.3025,0.5,-30.2912,0.1,12.5053,3.97462,1.38108,42.5928,112.976,-41.1801,120.358,-40.0155,38.9798,1.0,0.0,0.2648103228970099
F_S_WWC_WM_304,11.6489,3.57233,11.2127,-8.49544,1.94,-0.5,7.02122,-0.416002,6.32423,137.129,-14.3827,-0.1,-5.56949,0.2,58.6442,18.7647,-11.1183,48.746,123.776,-24.8314,27.3181,63.6225,-101.49,1.0,0.0,0.2737549797275747
F_S_WWC_WM_305,2.88578,5.73816,3.12827,11.6635,-1.61,2.05,-6.83014,1.71567,-37.2904,-61.6196,-8.26742,-0.3,-12.1238,0.3,-7.64911,24.2013,20.1297,29.0986,-23.9172,-45.7609,41.5985,43.2712,88.6815,1.0,0.0,0.2705684826245847
F_S_WWC_WM_306,4.34403,-7.79045,18.5251,16.2913,0.58,1.51,3.22681,8.77261,-45.0098,126.36,-2.67495,0.8,-21.1268,0.3,29.1265,-10.3349,13.3125,-11.5905,39.2943,10.2992,11.8839,-19.9316,89.5178,1.0,0.0,0.2235884356345515
F_S_WWC_WM_307,-7.79268,-1.6187,-7.23821,-1.45477,0.95,0.9,16.7411,1.87136,47.7597,128.917,-5.47794,0.1,-1.01521,0.1,5.7541,4.73153,-9.5922,-15.8599,113.506,22.6932,118.609,-34.5028,-37.229,1.0,0.0,0.2333047641495016
F_S_WWC_WM_308,-1.57663,-1.09839,7.99781,19.019,0.53,1.43,7.80453,5.99262,33.1547,-38.8581,-12.3302,-0.3,38.2036,0.2,-1.3985,13.7672,28.0424,34.1731,2.83157,-15.8874,3.08829,86.4245,-172.79,1.0,0.0,0.2647727370498338
F_S_WWC_WM_309,14.1591,8.12559,-1.71391,-1.63701,2.11,-0.04,17.0488,9.73358,-14.1848,25.839,-14.1889,-0.1,-14.1848,0.2,33.4087,17.8084,16.1799,15.5143,122.614,26.9625,86.2692,-40.6231,-70.2568,1.0,0.0,0.2700566622159469
F_S_WWC_WM_310,1.02742,8.82451,1.96234,-15.7196,-0.49,-0.4,17.1081,1.12328,30.4841,7.67427,-14.3227,0.7,-13.2244,0.9,5.35008,6.56457,-13.3455,-0.498527,27.4252,-44.772,130.506,25.7586,-110.571,1.0,0.0,0.2441276650199335
F_S_WWC_WM_311,-1.1241,-1.44458,14.8941,-9.31082,-0.16,1.79,4.81673,-4.32706,37.4084,18.3303,-14.9535,0.1,-32.4086,0.5,3.82697,13.5394,-6.39725,-2.49608,-55.7087,-7.888,-56.6694,1.65151,-161.346,1.0,0.0,0.2580552699900332
F_S_WWC_WM_312,11.1126,5.0649,5.9484,17.7853,-0.51,-1.08,11.8859,5.2019,-41.4857,-40.6129,3.7247,0.7,3.80026,-0.2,42.6311,-17.3981,6.37938,-17.2237,-25.0496,9.18631,-22.4838,9.23363,93.265,1.0,0.0,0.2174466303222591
F_S_WWC_WM_313,4.51894,-2.71435,-2.3958,-6.35573,-1.09,-1.74,-3.23126,-1.35035,-28.5944,118.225,-10.8118,0.8,-23.907,0.2,19.6448,2.95753,16.3292,43.1894,11.8435,-27.0774,28.8918,0.0145039,135.814,1.0,0.0,0.2562096105182724
F_S_WWC_WM_314,3.5788,0.34647,0.0592328,17.6739,0.56,1.83,15.5814,7.91486,2.34503,-74.3475,-1.40184,0.5,39.4068,-0.3,13.827,3.49829,25.0691,50.6882,84.5339,20.3957,52.48,35.6355,78.3736,1.0,0.0,0.2424130169335548
F_S_WWC_WM_315,-4.55556,3.80504,9.3969,-13.4166,1.72,-0.87,11.6052,4.4852,16.1003,50.7281,-3.81558,-0.1,-10.2403,0.8,51.0832,-14.0563,26.1902,25.6208,-11.8919,-5.24025,-36.0182,44.5215,140.186,1.0,0.0,0.2738004079335548
F_S_WWC_WM_316,8.13704,1.84053,15.6019,15.7932,0.77,-1.19,17.4985,0.219354,-18.0008,-63.0264,-10.6622,-0.3,-37.7944,-0.2,23.9763,2.14968,-13.6652,-18.0836,94.8608,33.0452,62.6375,26.1701,-186.477,1.0,0.0,0.2310741791229235
F_S_WWC_WM_317,7.61576,-2.08584,9.25048,-2.06074,2.49,-1.58,-4.10263,3.0795,-46.0045,-67.3735,-4.60972,0.2,16.1855,0.9,20.6025,1.67658,19.365,-15.7141,21.149,-10.3004,24.0031,-19.194,139.083,1.0,0.0,0.2177763919933554
F_S_WWC_WM_318,-7.13859,-7.36357,5.34268,-11.6574,0.47,1.47,13.9392,6.43901,-19.921,141.354,-0.925265,0.1,28.0516,0.1,-9.03067,16.2567,23.6412,29.0546,77.0487,45.2412,56.0321,52.1454,-103.728,1.0,0.0,0.2365942973388704
F_S_WWC_WM_319,3.81305,-6.73659,0.517518,-3.31192,0.7,2.46,6.73566,0.550374,12.9162,-20.6931,-0.33828,-0.2,36.5894,-0.1,-10.0766,28.3408,12.2312,22.4806,-51.1018,13.642,17.3783,-45.6562,-68.1126,1.0,0.0,0.233300805282392
F_S_WWC_WM_320,8.85139,10.9891,8.31232,6.66824,-0.88,-1.62,-5.18334,-0.338092,26.2574,-11.2609,-9.86611,0.3,-1.75144,0.8,-23.355,23.6506,10.633,46.2599,110.729,-46.2295,62.7956,9.03106,27.4284,1.0,0.0,0.2656571908970099
F_S_WWC_WM_321,12.5445,12.6951,-6.15302,-7.76348,0.55,1.74,-8.52558,1.97035,17.3019,14.8661,-1.22459,0.2,6.00033,0.1,49.5611,28.8385,21.8699,-10.4114,69.1513,6.19894,36.3244,-35.4888,138.52,1.0,0.0,0.2521654719501661
F_S_WWC_WM_322,8.38386,14.7945,-5.51231,-19.3203,1.1,1.41,17.4485,1.14789,-5.2707,-75.8094,-2.37348,0.3,-13.5945,0.5,0.769032,-5.27623,17.6737,2.71491,1.92591,-49.3805,42.7231,-43.8154,-152.187,1.0,0.0,0.2508895755747508
F_S_WWC_WM_323,-5.30894,0.454952,1.94322,-8.72595,1.74,0.02,15.0607,7.79115,-36.3385,38.5029,-5.37978,0.2,-33.5641,-0.1,-19.359,20.1422,-26.5341,-2.38861,107.976,0.272774,145.939,44.065,-130.157,1.0,0.0,0.2355013978139535
F_S_WWC_WM_324,-4.83583,0.386117,-4.20175,6.9087,-0.78,-1.29,12.5627,8.73415,34.2574,123.084,-4.90479,-0.3,-13.3259,-0.2,-7.47745,22.7164,-14.858,40.447,-4.02362,-13.3279,107.342,67.5647,-174.355,1.0,0.0,0.2653743046710963
F_S_WWC_WM_325,4.07337,-1.68879,17.7434,9.36038,-0.28,0.22,16.0067,-4.30345,-39.061,115.842,-1.75331,0.2,-31.0162,0.4,31.4591,-4.4384,2.72946,3.17062,-45.501,-49.6043,91.7901,-7.28688,-197.095,1.0,0.0,0.2124682137641196
F_S_WWC_WM_326,-6.56367,2.12519,-5.37,18.0683,1.7,0.52,9.21375,-4.12848,3.3539,120.117,-8.1582,-0.3,32.2854,0.4,1.05815,-13.5381,7.29631,20.9863,-0.540366,-0.709251,29.8651,56.0198,99.8328,1.0,0.0,0.2728035900863787
F_S_WWC_WM_327,1.0805,2.27971,10.2434,-18.5218,1.89,-1.4,2.07114,1.96365,-7.87191,-22.6639,1.87187,0.4,-39.4617,0.6,-11.659,16.0878,29.4995,25.2039,42.623,-28.9677,70.601,65.4928,117.88,1.0,0.0,0.2458795943820598
F_S_WWC_WM_328,-4.64991,10.8228,17.6653,0.627791,0.52,0.86,17.6039,6.51122,29.2445,87.3078,-0.222949,0.3,-10.855,0.0,33.0101,-13.448,24.0058,26.2915,-57.4584,29.8563,68.4703,-53.6718,-138.686,1.0,0.0,0.2604265955049834
F_S_WWC_WM_329,-0.691483,7.53214,19.0643,-8.45043,2.4,1.45,6.47098,0.429876,30.7141,-5.30879,-3.02358,-0.1,-0.615178,-0.2,59.2509,-17.9923,-4.91649,30.5582,21.8469,41.0286,133.31,-45.1614,93.6969,1.0,0.0,0.2657182715215946
F_S_WWC_WM_330,14.8494,9.39904,19.7403,3.21728,-0.57,-1.04,-6.42852,1.36552,5.1957,2.28945,3.5865,0.4,25.6196,-0.2,9.98785,7.33804,-22.1975,7.2693,3.22246,21.3981,106.687,18.9376,126.947,1.0,0.0,0.2289723359169435
F_S_WWC_WM_331,10.586,1.00995,13.4826,7.96967,-1.17,2.11,8.3587,-2.22128,-37.8606,130.283,-10.4429,0.0,36.9015,-0.2,28.13,-10.284,-23.7288,42.5289,100.212,-19.3371,-51.3009,-20.6588,45.6537,1.0,0.0,0.2455969039468438
F_S_WWC_WM_332,5.63807,-3.43814,15.7931,7.30633,-1.77,0.27,12.0608,4.74947,8.21663,-92.2399,-1.37703,0.4,-20.162,-0.3,-16.1026,-18.8859,-4.59733,-1.33546,6.68258,-17.6554,55.4154,-13.9458,81.3644,1.0,0.0,0.2143986034651162
F_S_WWC_WM_333,13.545,9.84003,0.908839,-4.03165,1.8,0.42,2.37659,9.8686,17.4565,-66.3368,2.20959,-0.3,-5.60642,0.5,-21.1481,4.99187,0.530137,23.0463,80.7643,41.6849,-46.2898,42.675,-162.86,1.0,0.0,0.2726161656810631
F_S_WWC_WM_334,10.2953,-5.80348,-3.97651,19.4906,2.36,2.25,7.57503,5.91881,26.0856,-63.4925,-3.96946,0.0,-1.0535,0.4,3.07575,11.0792,-18.3488,19.8868,1.11919,6.08968,146.432,-4.69452,63.7962,1.0,0.0,0.2318360377541528
F_S_WWC_WM_335,3.98138,6.02578,-6.42705,16.6888,2.2,0.76,-5.08257,4.75031,-28.8902,-64.0702,-0.873988,0.0,-0.141037,-0.2,-24.2463,-1.57356,17.7967,41.1256,6.30713,43.0354,26.0093,-20.4731,-105.964,1.0,0.0,0.2595029531860465
F_S_WWC_WM_336,-2.73459,14.4885,10.9803,10.2719,-1.24,-0.52,6.01954,1.49856,-27.3903,-32.6618,-13.7654,-0.3,-23.7475,-0.2,19.542,1.1944,-22.9689,-4.66281,91.8881,-35.7358,-0.687429,-10.0153,130.385,1.0,0.0,0.2531760306279069
F_S_WWC_WM_337,0.485376,-1.79022,10.28,19.1819,1.43,0.77,-9.89439,5.46766,32.0757,35.6164,-5.95721,0.8,-32.9958,0.1,54.4999,-11.8715,-27.5163,12.0772,120.104,25.6094,-5.39398,26.8087,-29.4378,1.0,0.0,0.2306704101794019
F_S_WWC_WM_338,9.48387,10.1073,-4.88153,-5.45173,0.41,-1.04,17.1947,9.88094,40.1886,124.721,-2.73426,0.0,35.3009,0.2,-11.5755,-4.24152,-20.2315,7.9137,4.24155,-12.8859,-23.1748,30.6879,106.988,1.0,0.0,0.2302733937607972
F_S_WWC_WM_339,5.3344,-4.93146,-1.42886,9.92113,1.23,1.59,18.414,-0.402171,-35.055,35.2679,-10.0082,-0.1,-15.7797,0.4,7.30739,-12.2769,-25.0979,-9.78623,7.27882,-43.5174,5.60799,2.94371,133.222,1.0,0.0,0.2311730559269102
F_S_WWC_WM_340,-2.32102,-4.42296,11.3489,-4.67531,0.35,0.51,19.2499,9.51431,-38.2635,-27.3067,-6.39124,0.0,5.58556,0.4,30.9092,-19.2919,-24.9713,-20.4376,109.759,26.0964,-15.7481,43.5469,-43.7585,1.0,0.0,0.220191967192691
F_S_WWC_WM_341,-4.97236,-2.65602,12.0259,5.49031,1.14,-0.26,14.4313,0.521936,-47.0265,-14.4551,-0.0769903,-0.2,-35.4985,0.1,26.629,24.0664,-5.97266,36.6956,54.2156,-0.225372,-4.61546,-57.6878,139.751,1.0,0.0,0.25101878630897
F_S_WWC_WM_342,-5.87982,0.191741,10.0661,18.8625,-1.35,1.12,-0.942221,1.21741,-20.3879,-71.8895,-9.90453,0.4,-10.8872,1.0,24.3726,23.1316,1.66263,4.7929,108.891,-30.0856,-14.4892,61.5793,-181.206,1.0,0.0,0.228385093730897
F_S_WWC_WM_343,-6.32991,3.83745,12.0419,-18.8721,0.37,0.59,19.0692,3.6922,49.2893,10.2517,-14.5269,-0.1,-28.5063,0.7,18.6404,-4.18289,-0.660401,-14.5609,87.0901,-18.5243,39.3032,-43.6017,103.999,1.0,0.0,0.2466910156245847
F_S_WWC_WM_344,6.20808,3.31576,10.7985,18.3301,1.59,-0.22,-9.25067,7.64278,-33.4666,-80.1042,-13.7773,0.8,14.493,0.5,-4.22358,-2.01732,-23.6194,38.4497,-28.5142,27.4636,81.5825,37.0564,-60.7902,1.0,0.0,0.2527343079003322
F_S_WWC_WM_345,-1.85554,8.41772,-1.75644,19.7768,1.18,0.84,-7.25578,-0.353245,47.9153,-39.5349,4.59889,0.1,-8.2692,-0.2,9.52686,10.5311,-9.7603,1.06402,98.9452,43.2338,39.8811,29.0997,105.553,1.0,0.0,0.2485345616611295
F_S_WWC_WM_346,0.332503,14.4037,3.7594,-8.62491,-0.18,-1.63,10.5353,-2.02046,43.0641,-81.4516,-1.31163,0.6,8.83937,0.3,43.6951,-10.0433,-12.4623,32.8625,5.32761,34.0184,-5.04661,59.5482,114.208,1.0,0.0,0.2696987093687708
F_S_WWC_WM_347,-0.473037,13.6551,7.28715,16.4632,0.22,-0.19,12.8766,2.85356,4.80683,33.4018,-9.65864,0.8,-5.18552,0.7,-2.02852,12.7063,-27.6812,26.796,-52.7742,9.3598,-55.2232,-19.4294,83.5642,1.0,0.0,0.2783937543322259
F_S_WWC_WM_348,-5.85281,-0.783989,12.9271,-7.69095,-0.53,0.94,-2.30362,8.23073,40.9023,-23.8102,-6.41938,0.7,20.1726,-0.4,58.9702,-16.0472,-16.7554,12.5853,-2.22323,-9.7414,134.9,54.518,-82.9837,1.0,0.0,0.2371539769700996
F_S_WWC_WM_349,3.15792,3.73065,14.0155,5.3823,-1.46,1.07,8.93641,9.84712,45.6116,94.9647,-12.5037,0.3,31.5435,-0.3,14.5889,24.7076,14.4955,25.993,97.8507,28.831,81.1154,56.449,-131.02,1.0,0.0,0.2437448425049834
F_S_WWC_WM_350,13.4581,-6.79542,14.6127,-6.74857,-1.29,0.23,-4.2173,7.70076,-33.602,70.9935,3.60083,-0.2,18.5584,-0.3,-2.61646,13.3578,12.8251,-16.8857,15.2655,36.0278,-19.5615,-0.651336,-31.0973,1.0,0.0,0.2112771154053156
F_S_WWC_WM_351,4.84757,13.0059,1.74703,17.24,-0.08,2.15,-0.147528,-4.09049,-3.75876,53.2789,-0.817519,0.3,-30.181,-0.2,-16.495,0.833722,15.4496,5.29214,127.109,-7.53458,41.0008,-13.3508,143.872,1.0,0.0,0.2299230109601329
F_S_WWC_WM_352,-3.17322,14.2414,18.4322,8.29903,-0.4,0.4,-1.5856,-1.71998,-30.0122,22.9067,-0.300608,0.8,1.8745,-0.1,31.6455,28.8627,10.7747,41.7755,47.9311,-13.8272,30.106,7.57855,78.6861,1.0,0.0,0.2656842475049834
F_S_WWC_WM_353,9.31104,-7.39272,11.1683,-11.9741,1.12,0.99,-6.9402,1.60513,15.4103,89.1901,-0.0932664,0.4,-23.4371,0.3,53.8794,29.653,-21.9431,15.099,81.5343,-17.0359,149.714,-5.61891,-55.1418,1.0,0.0,0.2305270688172757
F_S_WWC_WM_354,8.12596,-6.67286,11.9785,-8.98283,-0.81,-0.39,-6.73768,6.1938,11.4337,118.117,-7.99107,-0.4,27.7914,0.2,-17.5656,14.8317,20.758,43.3811,58.1828,-49.8203,41.3639,-58.6145,-116.689,1.0,0.0,0.2390365949601329
F_S_WWC_WM_355,1.86703,-4.6621,13.6343,-8.14613,1.76,0.97,-5.45151,-4.4013,-8.60109,-17.3792,2.94954,-0.4,0.157388,0.4,56.3069,18.612,26.8253,8.11013,123.199,27.7021,14.3116,17.2681,-122.695,1.0,0.0,0.2244900714219269
F_S_WWC_WM_356,-3.61504,-6.45093,14.4931,-9.03637,2.29,0.02,19.7522,0.491693,33.3304,57.6658,2.88953,-0.2,-7.56957,0.6,33.2672,7.07684,6.21442,4.68908,94.3988,-17.869,119.175,86.2322,-31.641,1.0,0.0,0.22361249010299
F_S_WWC_WM_357,11.617,13.9885,17.05,-13.2253,-1.5,1.66,11.107,-2.93264,-24.6629,82.7019,-5.0181,-0.3,25.4068,0.6,13.5794,22.8491,-1.31774,-23.5018,-50.562,-34.3143,18.7359,53.2325,-132.207,1.0,0.0,0.2511270231727575
F_S_WWC_WM_358,5.4187,10.0552,6.49443,-6.61939,1.35,-1.19,7.91727,4.18703,-39.5568,64.7429,0.421409,0.5,-9.20463,-0.2,-15.5479,20.8719,25.304,53.7426,10.2358,39.7311,137.682,61.7457,-176.855,1.0,0.0,0.2607758150631229
F_S_WWC_WM_359,2.59026,-6.38791,-0.87376,5.30754,1.44,2.14,18.6772,-0.988683,12.4493,148.181,-7.92863,0.6,19.7468,-0.2,3.28324,-7.58902,4.13309,34.8248,96.8637,-35.3489,21.3784,69.6224,-40.2284,1.0,0.0,0.2478684869634551
F_S_WWC_WM_360,-0.747814,3.04446,16.0419,0.165864,2.39,0.5,-8.6869,0.906423,-38.7447,-36.1935,-12.3884,0.0,-14.9819,0.3,11.616,27.2134,0.347212,20.2945,-5.06857,42.9073,126.505,57.9219,-187.497,1.0,0.0,0.2614881461794019
F_S_WWC_WM_361,2.8104,-0.664165,11.7988,18.3652,2.35,0.01,19.6107,-2.17657,17.7035,78.4531,-13.3023,0.6,-5.00691,0.2,18.0641,12.4071,-13.5425,-20.7425,86.7176,-1.78125,-13.2865,54.3636,136.244,1.0,0.0,0.2310982178239202
F_S_WWC_WM_362,1.20711,9.41738,9.5308,-1.07127,2.47,2.5,7.22347,4.91627,34.773,120.828,2.76623,-0.2,6.46758,0.4,58.695,11.5283,6.77011,18.7916,44.542,3.2606,36.7026,-6.36975,-198.146,1.0,0.0,0.2613912338538206
F_S_WWC_WM_363,8.67264,9.85984,11.9546,-6.71047,2.1,0.17,14.1884,8.78816,21.4809,-0.991177,2.35115,0.5,-1.27164,0.9,25.5269,3.21889,17.3063,52.9781,60.8169,-11.0801,100.947,-5.15437,118.253,1.0,0.0,0.2600259727375415
